Image,Letter,Landmarks
000024.png,A,"0.7404351234436035,0.518020749092102,4.096929728802934e-08,0.689767599105835,0.40697962045669556,-0.0375761017203331,0.5859407782554626,0.3494754433631897,-0.04907359927892685,0.4962778687477112,0.34367769956588745,-0.06306257843971252,0.4293437898159027,0.3677597641944885,-0.07286123186349869,0.5082585215568542,0.38995665311813354,-0.0051718344911932945,0.44564756751060486,0.40140724182128906,-0.07564093172550201,0.5056699514389038,0.4061759412288666,-0.11943668127059937,0.562538743019104,0.40180158615112305,-0.13562466204166412,0.5080006718635559,0.4701129198074341,-0.008054236881434917,0.4548758268356323,0.48194190859794617,-0.09339067339897156,0.53432697057724,0.472573846578598,-0.1277238130569458,0.5990613698959351,0.4628368020057678,-0.12997594475746155,0.5188842415809631,0.5434114933013916,-0.021559767425060272,0.47153741121292114,0.5627957582473755,-0.1025402843952179,0.5566082000732422,0.546379804611206,-0.10790381580591202,0.6205764412879944,0.5311839580535889,-0.0876317173242569,0.5358330011367798,0.6169694662094116,-0.03832060843706131,0.501871645450592,0.6277945637702942,-0.09534204006195068,0.5612867474555969,0.6101424098014832,-0.10051718354225159,0.6099061965942383,0.5826621055603027,-0.0877550020813942"
000025.png,A,"0.701682984828949,0.6321584582328796,-9.785359225134016e-07,0.6858848333358765,0.5099877119064331,-0.04244045168161392,0.6173637509346008,0.41050079464912415,-0.06094179302453995,0.5488689541816711,0.3631907105445862,-0.0754053145647049,0.4935711622238159,0.3175109922885895,-0.08604505658149719,0.5014468431472778,0.4019583761692047,-0.04286399111151695,0.5408273935317993,0.4239291548728943,-0.09339480102062225,0.595309317111969,0.47296082973480225,-0.12537725269794464,0.6220725774765015,0.5048655271530151,-0.13992221653461456,0.46694156527519226,0.4831642210483551,-0.03473006561398506,0.5417880415916443,0.5200583338737488,-0.07960755378007889,0.6003339290618896,0.5536966919898987,-0.0924062505364418,0.6302800178527832,0.5667579770088196,-0.09318219870328903,0.45822596549987793,0.5604578256607056,-0.032963767647743225,0.540654718875885,0.603323221206665,-0.0706167221069336,0.5944701433181763,0.6131513714790344,-0.06743673235177994,0.619289755821228,0.6083346009254456,-0.05741546303033829,0.46357980370521545,0.633094072341919,-0.03646538034081459,0.5304948091506958,0.6629393696784973,-0.06031576171517372,0.5813126564025879,0.6639010906219482,-0.05921798199415207,0.6027112007141113,0.6551613211631775,-0.05048927664756775"
000026.png,A,"0.6763447523117065,0.6415346264839172,-6.922484772076132e-07,0.6753646731376648,0.5373813509941101,-0.044904910027980804,0.6203271150588989,0.43795138597488403,-0.06215371564030647,0.5585717558860779,0.38098829984664917,-0.07381359487771988,0.5036185383796692,0.34168779850006104,-0.08119688183069229,0.50462406873703,0.41263917088508606,-0.041728004813194275,0.5454659461975098,0.4376918077468872,-0.09397988766431808,0.5938953161239624,0.4942927956581116,-0.12772436439990997,0.6195064187049866,0.5316864252090454,-0.14262178540229797,0.46463966369628906,0.48318392038345337,-0.03267964348196983,0.5294702053070068,0.5312499403953552,-0.0804767906665802,0.5889346599578857,0.5718296766281128,-0.09474215656518936,0.6255267858505249,0.5846420526504517,-0.09477503597736359,0.45150697231292725,0.5586896538734436,-0.030914470553398132,0.5222730040550232,0.6113105416297913,-0.0729195699095726,0.580715000629425,0.627949595451355,-0.0717305988073349,0.6149330139160156,0.6217058300971985,-0.061086781322956085,0.4549736976623535,0.6305947303771973,-0.03407822921872139,0.5130868554115295,0.6751171946525574,-0.06311910599470139,0.5661622285842896,0.6826747059822083,-0.0645594373345375,0.5943697690963745,0.6686701774597168,-0.05636089667677879"
000027.png,A,"0.709098219871521,0.5855768322944641,-3.898146019309934e-07,0.6881054639816284,0.4706251621246338,-0.02655690349638462,0.6064638495445251,0.3909130394458771,-0.03458455204963684,0.529619574546814,0.3616434335708618,-0.041238389909267426,0.4671996831893921,0.33779430389404297,-0.04303524270653725,0.49080705642700195,0.42724019289016724,-0.019882092252373695,0.5029985904693604,0.37474238872528076,-0.06280394643545151,0.5674833059310913,0.4125751256942749,-0.08561281114816666,0.6141831874847412,0.45054298639297485,-0.09194581210613251,0.46891677379608154,0.49761927127838135,-0.01705235429108143,0.512019157409668,0.45490169525146484,-0.057443711906671524,0.5824038982391357,0.48451918363571167,-0.06523459404706955,0.6309518218040466,0.5061595439910889,-0.05974070727825165,0.4709036350250244,0.5674770474433899,-0.0203406922519207,0.5315335392951965,0.5356792211532593,-0.05894125625491142,0.5993151664733887,0.5499670505523682,-0.05581633001565933,0.64372318983078,0.5618373155593872,-0.04194756969809532,0.48764216899871826,0.6352606415748596,-0.02630043216049671,0.5465272068977356,0.6116124391555786,-0.05338449403643608,0.6031638979911804,0.6124043464660645,-0.054468195885419846,0.6366230845451355,0.6111562848091125,-0.045226819813251495"
000028.png,A,"0.7133519649505615,0.532700777053833,-1.215582159375117e-07,0.6554784178733826,0.4031012952327728,-0.01423550583422184,0.5752117037773132,0.3721344470977783,-0.027918070554733276,0.5024781227111816,0.367489218711853,-0.051640674471855164,0.4505109190940857,0.3517919182777405,-0.07027021795511246,0.48860451579093933,0.41002267599105835,0.026569392532110214,0.46857506036758423,0.3712358772754669,-0.04928356409072876,0.532141387462616,0.38679492473602295,-0.09780719131231308,0.589434027671814,0.4039858281612396,-0.11622482538223267,0.480338990688324,0.48108044266700745,0.007670461665838957,0.47613242268562317,0.4310337007045746,-0.0779910758137703,0.5540571808815002,0.4476566016674042,-0.10726609826087952,0.6200653314590454,0.46107736229896545,-0.10448680073022842,0.4838816523551941,0.5520564317703247,-0.023902982473373413,0.4905363619327545,0.5013355016708374,-0.10635866969823837,0.569600522518158,0.5104638934135437,-0.10799350589513779,0.6296532154083252,0.5215925574302673,-0.08406274020671844,0.48971548676490784,0.6243509650230408,-0.05751556530594826,0.5050655603408813,0.5735743045806885,-0.11524492502212524,0.567954421043396,0.5656670928001404,-0.11659691482782364,0.612003743648529,0.565976619720459,-0.09934544563293457"
000029.png,A,"0.7226436734199524,0.46125972270965576,-3.4638696888578124e-07,0.6658885478973389,0.3696433901786804,-0.03574531152844429,0.563448965549469,0.3397354483604431,-0.046814870089292526,0.48123013973236084,0.3537069857120514,-0.055318575352430344,0.41525930166244507,0.37149062752723694,-0.05786775052547455,0.46332573890686035,0.42977726459503174,-0.0265975221991539,0.4618840217590332,0.41103488206863403,-0.07692763209342957,0.5327960848808289,0.40704262256622314,-0.10371067374944687,0.5878883600234985,0.4049476385116577,-0.11207874119281769,0.46711623668670654,0.5122403502464294,-0.023025985807180405,0.4930419623851776,0.4954412579536438,-0.08207976818084717,0.5715477466583252,0.47174230217933655,-0.09946240484714508,0.6285037994384766,0.4472762644290924,-0.09611291438341141,0.494548499584198,0.5795514583587646,-0.026058858260512352,0.5377650856971741,0.5647487640380859,-0.08164360374212265,0.6109452843666077,0.5226752161979675,-0.0812263935804367,0.6581726670265198,0.48727938532829285,-0.06468859314918518,0.5342052578926086,0.6347988247871399,-0.03220212832093239,0.5770197510719299,0.6203121542930603,-0.07208038866519928,0.6308377385139465,0.5787084102630615,-0.07553417235612869,0.6593272089958191,0.5409497022628784,-0.06524303555488586"
000030.png,A,"0.7261916995048523,0.5634021759033203,-6.326137054202263e-07,0.6844439506530762,0.4449404776096344,-0.04259607568383217,0.5966682434082031,0.37134355306625366,-0.05841865763068199,0.5112152695655823,0.36020636558532715,-0.0687573254108429,0.44622132182121277,0.3669901490211487,-0.07370731234550476,0.502534806728363,0.4214113652706146,-0.02361300401389599,0.46318119764328003,0.4103083610534668,-0.06618811190128326,0.5321311354637146,0.43332940340042114,-0.09292849898338318,0.5902886390686035,0.4506399929523468,-0.10193818062543869,0.4915317893028259,0.5048128366470337,-0.011197095736861229,0.47124117612838745,0.5002056360244751,-0.054086651653051376,0.5514751076698303,0.510990560054779,-0.06693526357412338,0.6086556315422058,0.5155399441719055,-0.0629916563630104,0.49403485655784607,0.5838756561279297,-0.006079033948481083,0.4874556064605713,0.571500301361084,-0.04261753335595131,0.5595071315765381,0.5692119598388672,-0.036514513194561005,0.6100526452064514,0.5675082802772522,-0.01949649304151535,0.5059451460838318,0.6527961492538452,-0.004596713464707136,0.49390536546707153,0.6403839588165283,-0.02304415963590145,0.5448816418647766,0.6293053030967712,-0.01390356756746769,0.5771129727363586,0.6214314699172974,0.002340656938031316"
000031.png,A,"0.7368251085281372,0.5360944867134094,-4.581851555940375e-07,0.6826796531677246,0.42728257179260254,-0.04497990384697914,0.5888479351997375,0.367981493473053,-0.06081127002835274,0.5021392703056335,0.3662133812904358,-0.07061775773763657,0.4323011338710785,0.3658476769924164,-0.0741315558552742,0.4842294752597809,0.42745640873908997,-0.03214748576283455,0.4737987220287323,0.4283498525619507,-0.07750511169433594,0.5413060188293457,0.43516644835472107,-0.10093053430318832,0.5925833582878113,0.43659043312072754,-0.10791268199682236,0.47814324498176575,0.512639045715332,-0.02131383866071701,0.48782631754875183,0.5151172876358032,-0.07476796209812164,0.5674262642860413,0.5095829963684082,-0.08891922235488892,0.6238316893577576,0.5003557205200195,-0.08455825597047806,0.49253013730049133,0.5856962203979492,-0.017302971333265305,0.5104233622550964,0.5954422950744629,-0.06809457391500473,0.5853440761566162,0.5737324953079224,-0.06396614760160446,0.6361908912658691,0.5526008605957031,-0.04611112177371979,0.5198532938957214,0.6499722003936768,-0.01683082804083824,0.5332409143447876,0.6608943343162537,-0.05610547959804535,0.5867741703987122,0.6388028264045715,-0.056688886135816574,0.6184726357460022,0.6136204600334167,-0.04389887675642967"
000032.png,A,"0.7196974754333496,0.5196080803871155,-6.442837161557691e-07,0.6733723878860474,0.4108017086982727,-0.0303072277456522,0.581265926361084,0.3559480905532837,-0.0411347895860672,0.502875566482544,0.35336071252822876,-0.048841528594493866,0.4443965554237366,0.34467563033103943,-0.05216502770781517,0.4683217704296112,0.4203658401966095,-0.03224533796310425,0.4840625524520874,0.3868299126625061,-0.07528118789196014,0.555342435836792,0.40041685104370117,-0.09994865208864212,0.612594723701477,0.4164421558380127,-0.10778939723968506,0.46585479378700256,0.5032223463058472,-0.026784468442201614,0.519343376159668,0.4696568250656128,-0.06678178161382675,0.589652955532074,0.4718627333641052,-0.07568329572677612,0.6420031785964966,0.47251445055007935,-0.07189828157424927,0.48463696241378784,0.5749289393424988,-0.026586145162582397,0.5526149272918701,0.5417128801345825,-0.058806560933589935,0.610957145690918,0.5286921262741089,-0.05562959611415863,0.6526789665222168,0.5209968090057373,-0.04448336362838745,0.5163127183914185,0.6358008980751038,-0.030089953914284706,0.5751008987426758,0.6043617725372314,-0.05170062184333801,0.6245858669281006,0.5808009505271912,-0.05178270861506462,0.6526857614517212,0.5640544891357422,-0.043019089847803116"
000033.png,A,"0.67132169008255,0.6935960054397583,-1.1772340258175973e-06,0.6580886840820312,0.5404629111289978,0.004941980354487896,0.601820170879364,0.4423673450946808,0.007050941698253155,0.547233521938324,0.3887704908847809,-0.0005430866149254143,0.505130410194397,0.3417354226112366,-0.0071295457892119884,0.4894007742404938,0.4480458199977875,0.023905958980321884,0.5304086208343506,0.37097251415252686,-0.020609980449080467,0.5855975151062012,0.42247870564460754,-0.05815626308321953,0.6189640760421753,0.47748300433158875,-0.08190029859542847,0.4613478183746338,0.49193713068962097,-0.00111579115036875,0.5314960479736328,0.4184850752353668,-0.053885649889707565,0.5958248376846313,0.5010419487953186,-0.08291061222553253,0.6357525587081909,0.569283127784729,-0.09557104855775833,0.4512656331062317,0.5379849672317505,-0.03209109231829643,0.5279414057731628,0.47956788539886475,-0.0841505154967308,0.5917786955833435,0.5531634092330933,-0.0972445011138916,0.6252203583717346,0.6180769801139832,-0.09660063683986664,0.45377591252326965,0.5892921090126038,-0.06403110176324844,0.515532374382019,0.5404108166694641,-0.10085486620664597,0.5718932151794434,0.5792147517204285,-0.10863126069307327,0.6003736853599548,0.6193517446517944,-0.1077972799539566"
000034.png,A,"0.7141823768615723,0.467853844165802,-7.798822707627551e-07,0.6896686553955078,0.5346086025238037,-0.007047706283628941,0.6302086114883423,0.5969380736351013,-0.0189402736723423,0.5603152513504028,0.6241856813430786,-0.03582904860377312,0.5055832266807556,0.6402150392532349,-0.0489610880613327,0.5613255500793457,0.5442607998847961,-0.024237634614109993,0.503736674785614,0.5964776277542114,-0.06500997394323349,0.5657074451446533,0.579478919506073,-0.07967155426740646,0.6147150993347168,0.5477043390274048,-0.08322201669216156,0.5535574555397034,0.47881415486335754,-0.041585661470890045,0.4792248606681824,0.5299291014671326,-0.10206262022256851,0.5618380308151245,0.5114347338676453,-0.12112205475568771,0.6182056069374084,0.496189147233963,-0.12162953615188599,0.5466428399085999,0.4106074869632721,-0.061496589332818985,0.4626399278640747,0.46912744641304016,-0.1135338693857193,0.5455589890480042,0.4599762260913849,-0.11664074659347534,0.6039858460426331,0.4518378973007202,-0.10707593709230423,0.5449029803276062,0.3413309156894684,-0.0817817747592926,0.46349483728408813,0.37446919083595276,-0.1209639459848404,0.44749611616134644,0.38345617055892944,-0.13043023645877838,0.4265749156475067,0.3886883854866028,-0.13029609620571136"
000035.png,A,"0.706208348274231,0.6339524984359741,-7.392350767077005e-07,0.6754204034805298,0.49116477370262146,-0.014289836399257183,0.6080423593521118,0.39746636152267456,-0.014907744713127613,0.5422589778900146,0.35948750376701355,-0.0205328818410635,0.4908307194709778,0.3257344961166382,-0.02247031219303608,0.5336385369300842,0.4156860411167145,0.02572569251060486,0.48423776030540466,0.3544765114784241,-0.01476497482508421,0.5349164605140686,0.39879468083381653,-0.0387149304151535,0.5781537294387817,0.43982410430908203,-0.04719778522849083,0.5037530064582825,0.48230883479118347,0.019374540075659752,0.46757781505584717,0.42104601860046387,-0.03552190586924553,0.5401948690414429,0.4770664870738983,-0.05744534358382225,0.5911313891410828,0.521588921546936,-0.055840492248535156,0.48290562629699707,0.5471172332763672,0.005335300695151091,0.4628943204879761,0.49428388476371765,-0.05025187507271767,0.5378189086914062,0.542353630065918,-0.05696660652756691,0.5873091220855713,0.587539553642273,-0.04342247545719147,0.4707772433757782,0.6125878095626831,-0.00927235372364521,0.4552849233150482,0.5694600343704224,-0.045108363032341,0.5189944505691528,0.5940361022949219,-0.044505856931209564,0.5622944831848145,0.6238498687744141,-0.031823571771383286"
000036.png,A,"0.7358087301254272,0.5614688992500305,-3.274503512784577e-07,0.6955286860466003,0.4422934949398041,-0.041888851672410965,0.5984926223754883,0.36767929792404175,-0.0567142516374588,0.5131813883781433,0.354419469833374,-0.06795135140419006,0.4486169219017029,0.34226563572883606,-0.07243438065052032,0.48654279112815857,0.42211562395095825,-0.033206623047590256,0.48346614837646484,0.39599698781967163,-0.08868447691202164,0.5533944964408875,0.4217185974121094,-0.11972174793481827,0.6074723601341248,0.4417863190174103,-0.13045556843280792,0.47235560417175293,0.5060662031173706,-0.02793699875473976,0.489640474319458,0.4840245842933655,-0.09175311774015427,0.566388726234436,0.4962639808654785,-0.11075504124164581,0.6279253363609314,0.5042693018913269,-0.1075831949710846,0.47816598415374756,0.5794655084609985,-0.03036760911345482,0.5133848190307617,0.5707767605781555,-0.0850411057472229,0.5874720811843872,0.5634177327156067,-0.08503321558237076,0.6408496499061584,0.555539071559906,-0.0690370723605156,0.49751073122024536,0.6426131725311279,-0.037394724786281586,0.5381773710250854,0.6337840557098389,-0.07389822602272034,0.5948862433433533,0.6196439266204834,-0.07783006876707077,0.6302710175514221,0.6022799611091614,-0.0688420906662941"
